id,sentence,japanese,answer
553,____ my adventures,冒険談を語る,relate
553,cannot ____ ____ his way of thinking,彼の考え方が理解できない,relate to
554,____ brand names ____ high quality,ブランド名から高品質を連想する,associate with
554,Don't ____ ____ shady people.,怪しいやつらと付き合うな.,associate with
554,work with my ____ till nine,9時まで同僚と働く,associates
555,____ posters ____ the wall,壁にポスターを貼る,stick on
555,____ my head [×face] out of the window,窓から顔を突き出す,stick
555,____ ____ my principles,自分の主義を守る,stick to
556,A ____ broke into the building.,泥棒がその建物に侵入した.,thief
557,combat[fight] ____,犯罪と戦う,crime
558,his ____ ____ the crime,彼の犯行の動機,motive for
559,____ ____ him ____ breaking the rules,規則を破ったことに対して彼を厳しく罰する,severely punish for
560,____ international ____,国際法を破る,violate law
560,____ human rights,人権を侵害する,violate
561,"In Japan, the current ____ drinking age is 20.","日本では,現在,飲酒が許されているのは20歳から(合法の飲酒ができる年齢は20歳)です.",legal
561,seek ____ advice,法的助言を求める,legal
562,fight with the ____,その敵と戦う,enemy
562,____ soldiers,敵の兵士,enemy
563,a ____ ____ two parties,２つの政党の間の対立,conflict between
563,a psychological ____,心の葛藤,conflict
563,This ____ ____ his theory.,これは彼の理論と矛盾する.,conflicts with
564,____ ____ each other for good grades,よい成績を目指してお互いに競い合う,compete with
564,____ ____ a half marathon,ハーフマラソンに参加する,compete in
565,Our team was completely ____.,私たちのチームは完敗した(完全に打ち負かされた).,defeated
565,Japan's ____ ____ World War II,第二次世界大戦における日本の敗北,defeat in
566,Over 30 people ____ ____ ____ the terrorist attack.,30名以上の人がそのテロの犠牲になった.,fell victim to
567,remove an ____ ____ an agreement,合意への障害を取り除く,obstacle to
568,Smoking does you ____.,喫煙は害を及ぼす.,harm
568,____ his reputation,彼の評判を悪くする,harm
569,____ our privacy,私たちのプライバシーを侵害する,invade
569,____ a neighboring country,隣接する国に侵攻する,invade
570,____ the lives of the passengers,乗客の命を危険にさらす,endanger
571,The meeting was temporarily ____ by a blackout.,停電のため会議は一時中断した(中断された).,interrupted
571,____ a speech ____ questions,質問して講演を遮る,interrupt with
571,Don't ____.,話を遮らないでください.,interrupt
572,Ben's sudden arrival ____ our plans.,ベンが突然来たので私たちの計画が台無しになった(私たちの計画を台無しにした).,spoiled
572,____ the child,子どもを甘やかす,spoil
573,"The football match attracted more than 10,000 ____.",そのサッカーの試合には1万人以上の観客が押し寄せた.,spectators
574,one of my ____,親戚の人,relatives
574,____ merits,相対的な利点,relative
575,the flight's ____,飛行機の出発,departure
575,a ____ ____ the norm,常軌を逸したもの,departure from
576,get to my ____,目的地に到着する,destination
576,Hawaii is a popular ____ ____.,ハワイは人気のある観光地だ.,tourist destination
577,by ____ ____,公共交通機関で,public transportation
578,emergency ____,緊急車両,vehicles
578,Poetry is the ____ of my ideas.,詩は私の思想を伝達する手段です.,vehicle
579,How many ____ ____ ____ can I take on the airplane with me?,機内へは手荷物は何個まで持ち込むことができますか.,pieces of baggage
580,fly to Zurich ____ Hong Kong,香港経由でチューリッヒに飛ぶ,via
580,send a message to a friend ____ ____,Eメールで友だちにメッセージを送る,via email
581,Laziness ____ ____ failure.,"怠けると失敗する(失敗に至る),",leads to
581,____ an easy life,楽な生活を送る,lead
581,What ____ you ____ do it?,なぜそんなことをしたの(何があなたにそれをさせたの).,led to
581,The pencil ____ has broken.,鉛筆の芯が折れた.,lead
582,The sun ____ ____ [×from] the east.,太陽は東から昇る.,rises in
582,____ ____ ____ sea levels,海面の上昇,a rise in
583,This river ____ into the Pacific.,この川は太平洋に流れ込む.,flows
583,the ____ of conversation,会話の流れ,flow
584,Japan's economic bubble ____ in the 1990s.,日本のバブル経済は1990年代にはじけた.,burst
584,She ____ ____ ____. (=She ____ ____ tears.),彼女は突然泣き始めた.,burst out crying burst into
585,The ice cream quickly ____.,アイスクリームがすぐに溶けてしまった.,melted
585,____ the butter,バターを溶かす,melt
586,____ (to work) by train,電車を使って通勤する,commute
586,My ____ takes around one hour.,通勤には時間くらいかかります.,commute
587,____ my boss to Germany,上司に同行してドイツに行く,accompany
587,A cold is often ____ ____ a fever.,かぜはしばしば熱を伴う.,accompanied by
588,____ greenhouse gas,温室効果ガスを排出する,emit
589,____ great ____ ____ English,英語が随分と上達する,make progress in
589,"As the meeting ____, I grew more and more tired.","会議が進むにつれて,ますます疲れた",progressed
590,____ ____ technology,科学技術の進歩,advances in
590,The team ____ ____ the final.,チームは決勝戦に進んだ.,advanced to
590,an ____ ticket,前売り券,advance
591,____ ____ the drunk well,その酔っ払いをうまく扱う,deal with
591,____ ____ ____ ____ the kidnapper,その誘拐犯と取り引きする,make a deal with
592,____ stress well,ストレスにうまく対処する,handle
592,Please do not ____ the exhibits.,展示品に手を触れないでください.,handle
592,the ____ of a mug [ × mug cup],マグカップの取っ手,handle
593,____ children ____,公平に子どもを扱う,treat fairly
593,____ patients,患者を治療する,treat
593,Let me ____ you ____ dinner tonight.(≒ Let me buy you dinner tonight.),今夜の食事は私におごらせてください,treat to
593,The trip was a real ____.,その旅は本当に楽しかった.,treat
594,find a ____ ____ his whereabouts,彼の居所の手がかりを見つける,clue to
595,____ the amount of carbohydrate,炭水化物の量を制限する,restrict
596,____ class size ____ fifteen,クラスの人数を15名に制限する,limit to
596,____ ____ ____ ____ the number of participants,参加者の数に制限を設ける,put a limit on
597,____ employees ____ accept tips from customers,従業員が客からのチップを受け取ることを禁じる,forbid to
598,____ ____ total ____ ____ smoking in public places,公共の場所での喫煙を全面的に禁止する,impose a ban on
598,____ the illegal downloading of music,音楽の違法ダウンロードを禁止する,ban
599,____ ____ listen to him,彼の話を聞くことを拒む,refuse to
599,flatly ____ the offer,きっぱりとその申し出を断る,refuse
600,____ the idea,その考えを拒絶する,reject
600,People in the village ____ him.,村の人々は彼を除け者にした.,rejected
601,It is no use ____ ____ ____ him to eat carrots.,ニンジンを食べるよう彼を説得するのは無駄だ.,trying to persuade
602,____ him ____ I am right,私が正しいことを彼に確信させる,convince that
602,____ him ____ study hard,彼を説得して熱心に勉強させる,convince to
603,His remark ____ me ____ study.,彼の発言で私の勉強のスイッチが入った(彼の発言が私を奮起させた).,inspired to
603,This novel ____ ____ ____ real events.,この小説は実話をヒントにしている(実話からヒントを与えられた).,was inspired by
604,____ her ____ buying expensive clothes,彼女に高い服を買うのを思いとどまらせる,discourage from
605,____ healthy eating habits,健全な食生活を促進する,promote
605,____ ____ ____ vice-president,副社長に昇進する,get promoted to
606,____ the team's morale,チームの士気を高める,boost
607,Water ____ when it freezes.,水は凍ると膨張する.,expands
607,____ my business,ビジネスを拡張する,expand
608,____ the ____ ____ one week,締め切りを1週問延ばす,extend deadline by
608,The meeting ____ over five hours.,その会議は5時間にも及んだ.,extended
609,Travel ____ your horizons.,旅は視野を広げてくれる.,broadens
609,"After studying in New Zealand, my outlook on life has ____.",ニュージーランドに留学して自分の世界(人生観)が広がった.,broadened
610,____ a handkerchief over my lap,ひざの上にハンカチを広げる,spread
610,The news ____ ____.,そのニュースは急速に広まった.,spread rapidly
610,the rapid ____ of cholera,コレラの急速なまん延,spread
611,____ ____ old books with some string,ひもで古本を縛る,tie up
611,____ my shoelaces,靴ひもを結ぶ,tie
611,fix my ____,ネクタイを直す,tie
611,parent-child ____,親子のきずな,ties
612,____ my seat belt,シートベルトを締める,fasten
612,____ my coat,コートのボタンを留める,fasten
613,____ the camera ____ the tripod,カメラを三脚に固定する,fix to
613,____ the bike,自転車を修理する,fix
613,____ lunch,昼食を用意する,fix
614,____ a vending machine in the school cafeteria,学生食堂に自動販売機を設置する,install
614,____ the ____ ____ my smartphone,私のスマートフォンにそのアプリをインストールする,install app on
615,____ ____ ____ new shoes,ついつい新しい靴を買ってしまう(買うのを我慢できない),cannot resist buying
615,Stainless steel ____ rust.,ステンレスはさびない(さびに抵抗する).,resists
616,____ my parents,親の言うことに従う,obey
617,____ ____ relief operations,救援活動に従事する,engage in
617,____ with the kids,その子どもたちと関わる,engage
617,The puzzle ____ ____ ____ all day.,彼は日中パズルをしていた(パズルが彼の関心を引いた).,engaged his interest
618,____ ____ a pile of books,本の山にぶつかる,bump into
618,____ ____ my ex-girlfriend in a supermarket,スーパーで前の彼女に偶然出会う,bump into
619,____ ____ to pick up the pen,ペンを拾い上げるために腰をかがめる,bend down
619,____ my knees,ひざを曲げる,bend
619,go around a ____,カーブを曲がる,bend
620,The players ____ each other tightly.,選手たちは互いにしっかり抱き合った(互いをしっかり抱いた).,hugged
620,____ her ____ ____,彼女を抱きしめる,give a hug
621,____ ____ a computer screen,コンピュータの画面をじっと見つめる,stare at
621,"____ him ____ long, hard ____",彼を長い間にらみつける,give a stare
622,____ ____ the ceiling,天井を見つめる,gaze at
622,attract everybody's ____,皆の視線を集める,gaze
623,____ ____ the clock,時計をちらっと見る,glance at
623,____ ____ ____ ____ her,彼女をちらっと見る,have a glance at
624,____ her face,彼女の顔がちらりと見える,glimpse
624,____ ____ ____ ____ the singer,その歌手を一目見る,catch a glimpse of
625,____ my arms,腕を伸ばす,stretch
625,____ ____ the horizon,地平線まで広がる,stretch to
625,a ____ of desert,一面の砂漠(砂漠の広がり),stretch
626,____ ____ a rock,石につまずく,stumble over
626,____ ____ an old friend,旧友と偶然出会う,stumble across
627,____ the button,ボタンを押す,press
627,____ money ____ him,彼にお金を無理やり渡す,press on
627,freedom of ____ ____,報道の自由,the press
628,____ the table into the kitchen,台所までそのテーブルを引きずる,drag
629,____ ____ the wall,壁にもたれる,lean against
629,____ ____ over the handrail,手すりから身を乗り出す,lean forward
629,"a tall, ____ man",背の高いほっそりした男,lean
630,____ my back,背中をかく,scratch
630,a ____ on her arm,彼女の腕のひっかき傷,scratch
631,____ ____ each other,お互いにおじぎをする,bow to
631,The singer ____ ____ ____ ____ the audience.,その歌手は観客におじぎをした.,gave a bow to
632,She ____ and smiled.,"彼女はうなずき,微笑んだ.",nodded
632,____ ____ in class,授業中にうたた寝する,nod off
632,____ ____ slight ____,軽くうなずく,give a nod
633,"He ____ saying, ""You win.""",「降参」と言って彼はため息をついた.,sighed
633,with ____ ____ ____ ____,ほっと安増のため息をついて,a sigh of relief
634,stretch and ____ loudly,伸びをして大きな声であくびをする,yawn
634,____ ____ a ____,あくびをこらえる,hold back yawn
635,Cover your mouth when you ____.,くしゃみをするときには口を覆いなさい,sneeze
636,____ a time capsule at the foot of the cherry tree,桜の木の根元にタイムカプセルを埋める,bury
636,____ a dead cat in the garden,庭に死んだネコを埋葬する,bury
637,____ difficult tasks,困難な仕事を遂行する,perform
637,____ three plays,3つの劇を演じる,perform
637,The star player ____ well.,そのスター選手は活躍した(うまくやった).,performed
638,____ his plan,彼の計画を採用する,adopt
638,____ a dog from an animal shelter,動物保護施設からイヌを引き取る,adopt
639,____ ____ the burning house,燃え盛る家から逃げる,escape from
639,____ injury [being injured],けがをせずに済む(けがを避ける),escape
639,look for an ____ route,逃げ道を探す,escape
640,His clothes were ____ all over the floor.,彼の服が床中に脱ぎ散らかされていた、,scattered
640,____ in all directions,四方八方に散る,scatter
641,____ the paper along the dotted line,点線に添って紙を折る,fold
641,____ ____ my clothes,服をたたむ,fold up
641,____ my arms ____,腕組みをして,with folded
641,This chair ____ flat.,このいすは平たく折りたためる.,folds
642,____ the washing on the pole,物干しざおに洗濯物を掛ける,hang
642,____ ____ ____ murder,殺人で絞首刑になる,be hanged for
642,An old lamp ____ ____ ____ the ceiling.,古いランプが天井からぶら下がっていた。,was hanging from
643,____ the hostages,人質を解放する,release
643,____ his new album,彼の新しいアルバムを出す,release
643,____ CO?[carbon dioxide],二酸化炭素を放出する,release
643,the ____ of the prisoners,囚人の解放,release
644,____ him on the cheek,彼のほほを打つ,strike
644,The earthquake ____ the area.,地震がその地域を襲った。,struck
644,A good idea ____ me.,よい考えが(私に)浮かんだ。,struck
644,His plan ____ me as impractical.,彼の計画は実践的ではないと(私に)思えた。,struck
644,go ____ ____,ストライキをする,on strike
645,____ a drum,太鼓をたたく,beat
645,____[×win] the world champion at chess,チェスの世界チャンピオンに勝つ,beat
646,____ our skin ____ the sun,日差しから肌を守る,protect from
647,____ a wire,針金をねじ曲げる,twist
647,____ my ankle,足首を捻挫する,twist
648,____ cram school,塾をサボる,skip
649,Children should ____ ____ ____ different cultures.,子どもはさまざまな文化に触れる(さらされる)べきだ。,be exposed to
649,____ a secret,秘密を暴露する,expose
650,____ my ____ with a spoon,スプーンでコーヒーを混ぜる,stir coffee
650,____ ____ childhood ____,子どものころの記憶を呼び覚ます,stir up memories
651,Don't ____ the bottom of soda water.,炭酸の瓶を振るな,shake
651,The powerful earthquake ____ the town.,大地震がその町を襲った(その町を揺さぶった)。,shook
651,My hand began to ____.,手が震え始めた。,shake
652,____ my glasses with a piece of cloth,布で眼鏡(のレンズ)を磨く,polish
653,____ my sister's wedding,姉の結婚式に出席する,attend
653,____ ____ his words,彼の言うことに注意を向ける,attend to
653,A nurse ____ ____ his broken arm.,看護師が彼の折れた腕の手当てをした。,attended to
654,____ the American teacher's English,そのアメリカ人教師の英語をまねる,imitate
655,____ research,研究を行う,conduct
655,____ electricity,電気を伝える,conduct
655,a code of ____,行動模範,conduct
656,____ ____ bring up my children,必死になって子どもたちを育てる(育てるのに苦闘する),struggle to
656,a ____ ____ existence,生存競争,struggle for
657,Kinkakuji Temple has ____ ____ several times.,金閣寺は何度か焼け落ちている。,burned down
657,____ things in a fire,火に入れて物を燃やす,burn
658,____ in an exam,試験でカンニングをする,cheat
658,____ the woman ____ ____ money,その女性をだまして金を取る,cheat out of
659,____ ____ the National Sports festival,国体(国民体育大会)に参加する,participate in
660,believe that Santa Claus ____,サンタクロースは存在すると信じる,exists
661,Several problems ____.,いくつかの問題が生じた。,arose
662,The accident ____ at this intersection at about 10p.m.,その事故は午後10時ごろにこの交差点で起きた。,occurred
662,A wonderful idea suddenly ____ ____me.,いい考えが突然浮かんだ。,occurred to
663,I ____ ____ ____ a traffic accident.,交通事故に巻き込まれた。,was involved in
663,____ ____ ____ child-rearing,子育てに参加する,be involved in
663,Traveling abroad may ____ danger.,海外旅行は危険を伴うかもしれない。,involve
664,This job ____ many year's experience.,この仕事には長年の経験が必要だ。,requires
665,The Japanese oficials discussed the issue with ____ French ____.,日本政府高官はフランス政府の高官（対応する人々）とその問題について話し合った。,their counterparts
666,____ ____ ____ new technology,新技術の到来,the advent of
666,____ ____ season,降臨節,the Advent
667,____ a proper work-life balance,適切なワークライフバランスを維持する,maintain
667,____ ____ it is true,それは真実だと主張する,maintain that
668,The meeting ____ (____) three hours.,会議は３時間続いた。,lasted for
668,A quality jacket will ____ (you) a long time.,よい上着は長持ちするものだ。,last
668,for ____ [×this] ____ twenty days,この20日間に,the last
668,____ ____ person to be late,もっとも遅刻しそうにない人,the last
668,"____ ____, she passed the exam.",ついに，彼女は試験に合格した。,At last
669,"If your fever ____, you should see a doctor.",熱が続くようなら，医者に行ったほうがいい。,persists
669,____ ____ causing trouble,厄介なことばかり引き起こす（引き起こし続ける）,persist in
670,____ the old records,古い記録を調べる,examine
670,have my stomach ____,胃の検査を受ける（胃を検査してもらう）,examined
671,I have ____ five kilos.,5キロ太った。,gained
671,____ valuable experience,価値ある経験を得る,gain
671,for practical ____,実益のために,gain
672,____ a work visa,就労ビザを得る,obtain
673,____ a foreign language,外国語を習得する,acquire
673,____ U.S. citizenship,アメリカ市民権を取得する,acquire
673,____ a software company,ソフトウェアの会社を買収する,acquire
674,____ the house ____ my earrings,イヤリングがないか家を捜す,search for
674,____ ____ ____ the missing key,なくした鍵を捜して,in search of
675,____ ____,論理的な思考,logical thinking
676,study abroad ____ ____ ____,奨学金で留学する,on a scholarship
676,He is proud of his ____.,彼は学識を自慢している。,scholarship
677,follow the on-screen ____,画面上の指示に従う,instructions
678,People's lifestyles ____ often ____ ____ their incomes.,人の生活スタイルは収入で決まることが多い。,are determined by
678,I ____ ____ ____ win the game.,私は試合に勝つ決意をしている。,am determined to
678,____ the cause of the accident,その事故の原因を特定する,determine
679,____ ____ the factory should be closed,その工場は閉鎖すべきだと結論を下す,conclude that
680,____ sheep ____ goats,ヒツジとヤギと区別する,distinguish from
681,____ the books ____ ____ subject [their subject(s)],テーマで図書を分類する,classify according to
682,____ ____ ____ ____ this shrine is over 500 years old.,この神社の歴史は500年以上だと見積もられている。,It is estimated that
682,____ an ____ ____ fixing the roof,屋根の修理の見積もりを出す,give estimate for
683,____ ____ ____ before speaking,話す前に私の考えをまとめる,organize my thoughts
683,____ an event,イベントを取りまとめる,organize
684,Do you ____ me?,私が誰だかわかりますか。,recognize
684,____ ____ I was wrong,私が間違っていたと認める,recognize that
685,You ____ ____ ____ take off your shoes at the door.,玄関では靴を脱ぐことになっています。,are supposed to
685,____ you got lost there. What would you do?,そこで迷子になったとします。あなたはどうしますか。,Suppose
686,____ ____ all people are the same,人間は皆同じだと思い込む,assume that
686,____ responsibility,責任をとる,assume
687,I don't ____ ____ trival matters.,私は細かいことを気にしません。,care about
687,____ ____ orphans,孤児の世話をする,care for
687,____ ____ for the elderly,高齢者の医療,medical care
688,Her parents ____ ____ her marriage.,彼女の両親は彼女の結婚を認めた。,approved of
688,Congress ____ the president's plans.,議会は大統領の計画を承認した。,approved
689,I ____ ____ there was a hole in my sock.,靴下に穴が開いていることに気が付いた。,noticed that
689,____ of a change of address,住所変更の通知,notice
690,I ____ ____ ____ my time on earth is limited.,この世の時間には限りがあると気づいている。,am aware that
691,I ____ ____ ____ the fact that it was an important meeting.,それが重要な会議であるということを意識していた。,was conscious of
691,He was still ____ when we arrived.,私たちが到着したとき，彼はまだ意識があった。,conscious
692,The professor ____ ____ ____ environmental problems.,その教授は環境問題に関心を持っている。,is concerned with
692,His book ____ ____ ____ environmental ploblems.,彼の本は環境問題を扱っている。,is concerned with
692,____ ____ ____ her safety,彼女の安全を懸念する,be concerned about
693,Zack was born in the U.S. but he ____ Japan ____ his home.,ザックはアメリカ生まれだが，日本を故郷だと思っている。,regards as
693,be ____ ____ as a singer,歌手として高く評価されている,highly regarded
693,____ ____ ____,この点で,in this regard
693,Please ____ [send] ____ ____ ____ Mr.Smith.,スミスさんによろしくお伝えください。,give my regards to
694,We ____ fully ____ ____ the project.,私たちはその計画に専念している。,are committed to
694,____ the words ____ memory,その言葉を記憶する（言葉を記憶に委ねる）,commit to
694,____ a foul,反則を犯す,commit
695,I have never once ____ ____.,彼のことを疑ったことは一度もない。,doubted him
695,I ____ ____ this diamond is real.,このダイヤモンドは本物ではないと思う。,doubt that
695,There's no ____ that he was happy.,きっと（疑いなく）彼は幸せだった。,doubt
696,____ the times tables,九九を暗記する,memorize
697,____ him ____ what he said,彼の発言に対して彼を許す,forgive for
698,____ cars ____ ____,車の存在を当然と考える,take for granted
698,____ permission to visit,訪問の許可を与える,grant
698,obtain a ____,補助金を得る,grant
699,I ____ that I had seen him cheating on the test.,彼がテストでカンニングするのを目撃したことを思い出した。,recalled
699,____ cars due to an engine fault,エンジンの欠陥のため車を回収する,recall
700,broaden ____ ____ ____ ____,人生観を広げる,my outlook on life
700,the economic ____,経済的な見通し,outlook
701,gain a fresh ____,新たな視点を得る,perspective
701,____ the situation ____ ____,状況を大局的に捉える,keep in perspective
702,____ ____ ____ of studying abroad,留学する夢を諦める,abandon my dream
703,____ gender discrimination,性差別をなくす,eliminate
703,____ ____ in the second round,2回戦で敗退する,be eliminated
704,____ ____ ____ my old toys,古いおもちゃを処分する,get rid of
704,____ ____ ____ cockroaches,ゴキブリを駆除する,get rid of
705,Illegally parked bicycles will be ____.,放置自転車(不法駐輪された車)は撤去される.,removed
705,____ my hat, 帽子を脱ぐ,remove
706,develop natural ____,天然資源を開発する,resources
706,sufficient ____ to survive,生き残るだけの十分な力量,resources
706,____ ____ ____ ____,最後の手段として,as a last resource
707,____ groups,環境保護団体,conservation
707,the law of ____ of energy,エネルギー保存の法則,conservation
708,____ endangered species,絶滅危惧種を保護する,preserve
708,a well-____ fossil,保存状態のよい(よく保存される)化石,preserved
709,____ ____ in Japan,日本の自然災害,natural disasters
709,My math test was a ____!,数学の試験は大失敗だったよ!,disaster
710,creatures from another ____,別の惑星から来た生き物,planet
710,on ____ ____,地球上で,the planet
711,____ ____ ____,自然環境,the natural environment
712,The sun appeared ____ ____ ____.,太陽が水平線上に現れた.,on the horizon
712,Traveling ____ ____ ____.,旅は視野を広げる.,broadens your horizons
713,____ ____ ____,オゾン層,the ozone layer
714,grganic ____,有機農業,agriculture
715,the main ____ in this area,この地域の主要な農産物,crops
715,this region's rice ____,この地域の米の収穫(高),crop
715,A new problem ____ ____.,新たな問題が突然生じた.,cropped up
716,cultivate the ____,土を耕す,soil
717,____ ____ ____,雑草を抜く,pull up weeds
717,____ the garden,庭の雑草を抜く,weed
718,____ levels are high today.,今日は花粉の量が多い.,Pollen
719,"He ____ ____, but luckily he was saved.","彼は溺れかけたが,幸い救助された.",almost drowned
720,This roof ____.,雨漏りがする(この屋根は漏れる).,leaks
720,____ secret information,秘密の情報を漏らす,leak
720,a gas ____,ガス漏れ,leak
721,This town has a mild [harsh] ____.,この町の気候は温暖[過酷]です.,climate
721,the present economic ____,現在の経済状況,climate
722,ice crystals in ____ ____,大気中の氷の結晶,the atmosphere
722,Our workplace has a ____ ____.,私たちの職場は和やかな雰囲気だ.,friendly atmosphere
722, re-enter ____ ____,大気圏に再突入する,the atmosphere
723,according to the weather ____,天気予報によれば,forecast
723,Snow ____ ____ for the weekend.,週末は雪の予報だ(雪が予報された).,is forecast
724,Kyoto is ____ ____ ____ in summer.,京都は夏は蒸し暑い.,hot and humid
725,____ ____,熱帯雨林,tropical rainforests
726,install ____ ____ on the roof,屋根にソーラーパネルを取り付ける,solar panels
727,elephants and other endangered ____,ゾウなどの絶滅危惧種,species
728,spray crops with ____,作物に農薬を散布する,pesticides
729,Dinosaurs ____ ____ millions of years ago.,恐竜は何百万年も前に絶滅した.,became extinct
730,____ these goldfish,これらの金魚にえさを与える,feed
730,____ a family of five,5人家族を養う,feed
730,Sheep ____ ____ grass.,ヒツジは草を常食とする.,feed on
731,____ boys and girls,活発な少年少女たち,energetic
732,A ____ child ate all the pies.,食い意地の張った子がパイを全部食べた,greedy
733,a ____ firefighter,勇敢な消防士,brave
734,leave a ____ tip,気前よく(気前のよい額の)チップを置く,generous
735,____ property,知的財産,intellectual
736,Babies ____ ____ ____ everything.,赤ん坊はすべての物に好奇心が強い.,are curious about
736,It is ____ that we have not heard from her for days.,彼女から何日も連絡がないのは奇妙だ,curious
737,Children are very ____.,子どもは非常に想像力が豊かだ.,imaginative
738,I ____ ____ ____ buy a new car.　◇I cannot buy a new car.,新車を買う余裕がない.　◇(何らかの事情で)新車が買えない.,cannot afford to
738,Music ____ me great pleasure.,音楽は私に大きな喜びを与えてくれる,affords
739,Beth ____ ____ ____ buy a fur coat.,べスは毛皮のコートを買いたがっている.,is eager to
740,Don't be ____!,自分勝手なことをしてはだめだよ.,selfish
741,Her attitude suddenly became ____.,彼女の態度が突然攻撃的になった.,aggressive
741,A successful businessperson needs to be ____.,"ビジネスで成功するためには積極的でないといけない,",aggressive
742,Never ____ ____ ____ animals.,動物を残酷に扱うな.,be cruel to
743,"Lucy ____ ____ ____ her smartphone.(=Lucy has nomophobia.)* nomo=no mobile phone, -phobia「~恐怖症」)",ルーシーはスマホ(スマートフォン)中毒である.,is addicted to
744,a ____ old man,頑固な老人,stubborn
745,a dress with a ____ ____,大胆なデザインの服,bold design
746,____ ____ ____ lying to her,彼女にうそをついたことを申し訳なく思う,feel guilty about
746,He ____ ____ ____ cheating at playing cards.,彼はトランプでいかさまをした(いかさまの罪を犯した).,was guilty of
747,Jack ____ ____ ____ the crime.,ジャックはその犯罪に関して無実だ。,is innocent of
747,an ____ girl,無邪気な少女,innocent
748,make a ____ ____,ひたむきな(誠実な)努力をする,sincere effort
748,express my ____ thanks,心からの感謝を表現する,sincere
749,Paul ____ ____ ____ his success.,"ポールは成功を鼻にかけない,",is modest about
749,a ____ house with a small garde,小さな庭つきの質素な家(*謙遜して),modest
750,make a ____ mistake,ばかな間違いをする,stupid
751,Rick ____ ____ ____ politics.,リックは政治に無関心だ.,is indifferent to
752,Japanese trains are extremely ____.,日本の列車は非常に時間に正確だ.,punctual
753,My son is a ____ when it comes to going to the dentist.,息子は歯医者に行くことにかけては臆病者です.,coward
754,Each plane has to follow a ____ route.,どの飛行機も正確な航路をたどらなくてはならない.,precise
755,an ____ map,正確な地図,accurate
756,the ____ ____ of chopsticks,箸の正しい使い方,proper use
757,____ the office ____,事務所をきちんとしておく,keep tidy
757,____ your room.,部屋を整頓しなさい,Tidy
758,____ ____ ____ ____ transporting goods,商品を輸送する能率的な方法,an efficient method of
758,an ____ accountant,有能な会計士,efficient
759,What you're saying is ____.,あなたの言っていることはもっともだ,reasonable
759,at a ____ ____,手ごろな値段で,reasonable price
760,a historically ____ event,歴史的に重要な出来事,significant
760,a ____ ____ in sales,売り上げのかなりの増加,significant increase
761,Don't waste ____ ____ ____.,貴重な時間を浪費するな.,your precious time
761,____ metals,貴金属,precious
762,Water ____ ____ ____ living things.,水は生物にとって不可欠だ.,is essential to
762,the bare ____,最低限必要なもの,essentials
763,make a ____ change,根本的な改革を行う,fundamental
763,advance from the ____ to the applications,基礎から応用へと進む,fundamentals
764,The advantages ____ the disadvantages.,メリットがデメリットを上回る(デメリットより勝る).,outweigh
765,in a ____ condition,危篤状態(危機的な体調)で,critical
765,____ ____ ____ the policy,その政策に批判的だ,be critical of
766,do ____ damage to the environment,環境に深刻な打撃を与える,serious
766,____ ____ ____ finding a job,職探しに真剣だ,be serious about
767,a highly ____ process,非常に複雑な過程,complex
767,a leisure ____,総合レジャーセンター(複合施設),complex
767,an inferiority ____,劣等感(劣っているという強迫観念),complex
768,make things ____[×complex],事態を複雑にする,complicated
769,the ____ question of salary,給与という繊細な問題,delicate
769,a ____ child,虚弱な子ども,delicate
770,write in ____ English,平易な英語で書く,plain
770,a ____ building,飾り気のない建物,plain
770,the Kanto ____,関東平野,Plain
771,It ____ ____ ____ she was unwell.,彼女の体調がすぐれないのは明白だった,was obvious that
772,make ____ progress,注目すべき進歩を遂げる,remarkable
773,an ____ shogi player,傑出した棋士,outstanding
774,____ ideas (* <可算>),さまざまな考え,various
774,____ ____ ____ information(*＜不可算＞)),さまざまな情報,various kinds of
775,____ ____ ____ life on earth,地上の生物の多様性,the diversity of
776,What ____ ____ soap do you use?,どのような(種類の)石けんを使っているの.,sort of
776,I'm ____ ____ tired today.,今日はちょっと疲れている.,sort of
776,The watermelons are ____ according to size [their size(s)].,スイカは大きさによって分類されている.,sorted
777,have a ____ memory,驚くべき記憶力を持っている,marvelous
778,lead an ____ school life,活動的な学校生活を送る,active
779,____ ____,前向きな考え,positive thinking
779,Are you ____?,自信あるの(確信しているの)?,positive
780,a ____ wool [w?l] blanket,100%(純粋な)ウールの毛布,pure
780,____ air and water,澄み切った空気と水,pure
781,make ____ ____,着実に進歩する(着実な進歩をする),steady progress
782,Jim ____ ____ ____ everything.,ジムはあらゆることに柔軟に対応する.,is flexible about
783,a ____ mango,熟したマンゴー,ripe
784,His temperature remains ____.,彼の体温は安定している.,stable
784,a racehorse ____,競走馬のきゅう舎,stable
785,the ____ aspects of aging,歳をとることの否定的な側面,negative
786,a ____ description,曖昧な説明,vague
787,"Steve is a little ____, isn't he?",スティーブってちょっと変だよね.,weird
788,a ____ road,でこぼこの道,rough
788,a ____ idea of the plan,その計画の概略おおまかな考え),rough
788,____ weather,荒れた天候,rough
789,____ criticism,厳しい批判,severe
789,a ____ injury,ひどいけが,severe
790,"He is quite ____, and never speaks out.","彼はかなり消極的で,決して意見をはっきり言わない.",passive
791,His effort was ____ ____.,彼の努力は無駄になった.,in vain
791,in a ____ attempt,無駄な試みをして,vain
